Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.78656053594256
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.62589474959299
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-5.39748521855877
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.80638513484521
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.08710482600061
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.0323984765377787
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.72324526681116
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,10.0380304810393
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-4.72586658630681
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.45315368881347
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.57782231144424
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.813264076303781
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.91827190322513
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.1038716355305
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.17625932578332
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.31717986447036
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.84936679665981
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.79274022304334
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.288186681651752
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.6232861229859
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.58368845880418
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.700116686114356
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.35313712169359
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.390058556485101
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-1.34570618506442
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.50000000017639
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.9447482150635
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.32184789364243
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.94755328728851
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.60142074853765
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.79493588860582
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.88450036512064
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.19345473756772
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.702667309213908
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-2.65551592487554
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.98193631644672
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.60026518508707
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-2.16135972205798
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.908252360866641
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.07555673504496
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.00378420285061
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.999999344757299
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.823160756684118
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.57211506743108
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.2473300115045
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.14657252830963
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,11.0570310020104
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.200000133101
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.24860125923698
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.86999962173842
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.285931046863254
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,13.9552503163825
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.79453166075554
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.46397343076491
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.43004572118211
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.56037766801896
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.879314134974734
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.632225388266377
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.30522178060455
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.05628210676853
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.54703805165397
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.8888108743633
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.59963357166606
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.48077973188326
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.07424974585209
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.94316118657325
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.85472061032657
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.90620355816702
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.01964357474635
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.78036912376109
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.79808362317296
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.99999968812641
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.8603814759073
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.01383869171366
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.6392983956527
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-36.6581526754007
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.14268837866911
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.39391296405174
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.138626890776507
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.66631759279021
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.16166755544407
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.53512549928013
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.30000000033759
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.93247554570904
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.03029319731168
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.50589556031385
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-1.61290322580645
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-3.93339486032939
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.14729119373409
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,17.3260204175143
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.40702989791446
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.06700230344272
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.22709826879041
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-30.145132727942
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,13.0160372478013
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.26461148738223
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.45501148978467
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.99113156668713
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.87049765531535
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-1.93756534125014
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.9402690780223
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.93966747520382
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.86414599362632
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.55977716384528
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.82091801991571
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,10.565956988762
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.61937857939165
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.42286220668569
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,11.6406279553622
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.17110214953244
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.08753674887137
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.59999995777716
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.78489212474175
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,13.7500496588259
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.05817226371769
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.18554486709559
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-1.56170055013084
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.88468877373425
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.22260165732409
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.1190419953243
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.07406758949939
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,13.8439968903798
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.28266100749066
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.48265922878484
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.00463457384886
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.343170899107761
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.21770086569656
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.92826955106302
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.92544548947731
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.70563940662782
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.7884992858875
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.71703866021629
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.23979429582137
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.1706103837418
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.34719496799485
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.52073289551447
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.155645898017013
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.944909391118713
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.94503776051116
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.284674073586118
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.72896774397864
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.03309634392058
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-2.66859110888825
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.51821928109177
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.40131087314342
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.20549590588261
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.16502313666112
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.08691113513073
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-3.22333433814303
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.16410250222083
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.4983912134025
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.727333087213424
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.0534198046891419
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.930521192623061
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.32074548551591
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,14.0158654945752
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.98622566571088
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.01777847415676
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.1269288487261
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.71995867654906
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.34114732919521
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.29995234528189
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.20240814177109
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.17607110111503
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,11.2420680624142
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.28880816146516
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.59395094456143
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.54825542643229
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.52346685055139
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.48363148565836
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,1.56539303147618
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.87296669248644
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.63026729337453
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.38775702299594
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.06069137630101
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.05008979263847
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.84187388416252
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.29151946119818
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.29999943314137
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.49908307699157
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.96026028579455
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.30981059032811
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.88021358597126
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-5.88712848764477
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.20443505274413
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,14.7216670121033
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,8.94395195518389
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.18124734901077
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.72017142301175
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.18924330340971
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,10.9999990780572
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.26882855955344
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.53382739998622
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-2.18226413236545
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.21308934458789
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.30804549370431
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.17607110111503
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.05008979263847
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,14.4409895389734
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.70239953285241
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.76320606654714
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-4.34782608695652
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.67278983053497
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.47325867166543
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,9.51660986436364
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.86969606860188
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,0.805283915893824
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.795605965883
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.23262738154364
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.69133665352797
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-7.75530004959883
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-0.396080883885759
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.89906349055258
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,4.28833511695458
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.1042756734623
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,5.21262892634149
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,3.74739818489111
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.94907546754213
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,6.94497398221223
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,-16.9950747276622
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,7.29372807096192
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.55736352797653
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,1.41411799339429
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,7.9926986039562
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,10.9500000059465
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.51466791097914
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,8.13567633837351
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,8.87288080186666
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,9.56643663767056
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,9.02957330068152
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,10.4999999988202
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,0.409836065573771
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.76673543217628
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.22432172716931
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,2.73512022241023
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,9.25380179728907
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.83365776809453
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,3.5712043433582
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.42968455385082
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.47845213670386
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.23953291029852
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,6.510425672373
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,6.98096059429825
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,0.882373744518318
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,6.32526616861466
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,11.449743057227
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.78066578300403
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,2.32126722323136
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,4.17329558916248
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.75996463670954
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,1.41159863545465
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,0.504318252687327
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.15725725627645
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,2.70582170611173
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.99488422798696
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,3.09236383456562
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.83995749000159
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,2.70170920967028
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,6.67425416745972
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,10.1136213776263
